user_id,posted,item_id,recommend,sentiment_analysis
76561197995338574,2014-09-06,730,True,0
Mozness,2014-09-06,8930,True,1
difera,2013-09-06,730,True,1
GameFreak2401,2013-09-06,236390,True,2
76561198089527527,2013-09-06,230410,True,1
76561198083633908,2013-09-06,570,True,0
76561198061652531,2013-09-06,218230,True,2
ifrit723,2013-09-06,72850,True,0
InferNAAAL,2013-09-06,440,True,2
PajaSampoerna,2013-09-06,218620,True,0
76561198028072716,2012-09-06,206210,True,2
meglonoth,2012-09-06,32800,True,2
nikpasic,2012-09-06,48220,True,2
76561198026239418,2012-09-06,4000,True,2
theneiljoseph,2012-09-06,99900,True,2
Hawkez,2011-09-06,107100,True,2
alexbowersau,2011-09-06,620,True,2
iVoltGaming,,261110,True,2
haaaagaaaay,,346110,False,0
olismeister,,304930,True,2
76561198016761464,,50300,True,1
76561198125859026,,391270,True,2
Unscripteddd,,730,True,1
76561198057950387,,115100,True,2
Batthew,,337000,True,2
aussiebloke_,,55140,False,0
360j1mmy,,252950,True,1
gaaaaaayyyy,,230410,True,2
5554Grovesy,,213670,True,0
BananaUrchin,,242860,True,2
360j1mmy,,300,True,2
76561198101743006,,393980,True,0
bigdicmatt,,39210,True,2
Dabeh,,48700,True,2
76561198049706747,,346110,True,0
YOSKIO,,4000,True,2
76561198326180109,,730,True,2
76561198101743006,,274940,True,0
76561198081845576,2015-09-05,333930,False,2
rladudals,2015-09-05,331600,True,1
76561198109306249,2015-09-05,6800,True,2
76561198006896411,2015-09-05,232090,True,2
76561198201849275,2015-09-05,105600,True,0
76561198201849275,2015-09-05,4000,True,1
76561198201849275,2015-09-05,227940,False,0
evilspirit112233,2015-09-05,239660,False,0
76561198067543101,2015-09-05,570,True,2
76561198201849275,2015-09-05,104700,True,1
SOHTails,2015-09-05,109400,True,1
76561198193227423,2015-09-05,271590,True,2
76561198063951820,2015-09-05,200260,True,2
Peyton_Eve,2015-09-05,313120,True,2
76561198079354308,2015-09-05,730,True,2
76561198201849275,2015-09-05,236390,True,0
THE_FKIN_ROBBER,2015-09-05,227300,True,2
iforgotusername,2015-09-05,39140,True,2
0412734634,2015-09-05,238960,True,0
theultimateweeb,2015-09-05,219150,True,1
76561198098316646,2015-09-05,730,False,2
Jenny2712,2015-09-05,313740,True,2
KUYCAT,2015-09-05,291480,True,1
elliottgame,2015-09-05,355180,True,2
enticeprofile,2015-09-05,252490,True,0
RAINZFOXX,2015-09-05,201810,True,1
od3d,2015-09-05,274170,True,1
76561198018919551,2015-09-05,333930,True,1
MexyMax,2015-09-05,218640,True,1
76561198201849275,2015-09-05,224260,True,0
rizkywarouw,2015-09-05,333930,True,2
HyperionDooM93,2015-09-05,304050,True,0
anenragedpeanut,2015-09-05,310370,False,0
wolvau,2015-09-05,241930,False,0
death-hunter,2015-09-05,232090,True,2
sammichemaker,2015-09-05,268050,True,0
DontCareForURL,2015-09-05,234140,False,2
76561198071052616,2015-09-05,232090,True,0
ssbatt,2015-09-05,388490,False,0
egftw,2015-09-05,730,True,2
76561198053676746,2015-09-05,252950,True,2
dizioboy,2015-09-05,311340,True,2
JyizerHD,2015-09-05,8870,True,0
JiAltair,2015-09-05,251570,True,2
JiAltair,2015-09-05,233450,True,0
55432147,2015-09-05,273350,False,0
76561198026299985,2015-09-05,287700,True,0
JiAltair,2015-09-05,8930,True,0
illogik01,2015-09-05,234140,True,2
toddynhonosangue,2015-09-05,252950,True,1
76561198236724976,2015-09-05,300080,True,0
JiAltair,2015-09-05,72850,True,2
keepit1hunid,2015-09-05,91310,True,2
Chezburgar7300,2015-09-05,359050,True,0
BusterNation,2015-09-05,227940,True,2
mresprofile,2015-09-05,730,True,0
76561198140481599,2015-09-05,2280,True,0
alvabur,2015-09-05,356510,True,1
76561198071780641,2015-09-05,15750,True,2
76561197976163348,2014-09-05,15320,True,2
luakbar,2014-09-05,243870,True,0
76561198027754729,2014-09-05,105600,False,2
76561198068431839,2014-09-05,218620,True,1
76561198056885109,2014-09-05,570,True,2
76561198043640604,2014-09-05,265550,True,2
daewrock,2014-09-05,440,True,1
76561198048018550,2014-09-05,730,True,2
76561198088932660,2014-09-05,266430,False,0
420BlazeItMLG,2014-09-05,570,True,0
76561198073297175,2014-09-05,238960,True,1
EagleRanz,2014-09-05,570,True,2
76561198064838729,2014-09-05,105600,True,2
Fadingblaze,2014-09-05,312990,True,2
PostmanPot,2014-09-05,218230,True,2
cato_,2014-09-05,230410,True,2
arbiter928,2014-09-05,730,True,2
keractagon,2014-09-05,233250,True,2
76561198040994679,2014-09-05,221100,False,2
76561198064243876,2014-09-05,200210,True,2
NighTMarE135,2014-09-05,230410,True,1
mephistocrates,2014-09-05,570,True,1
cheesywaffleburger,2014-09-05,4000,True,0
76561197991633595,2014-09-05,233250,True,2
76561198125859026,2014-09-05,51100,True,0
SwagmasterWellingtune,2014-09-05,253710,False,1
76561198088531324,2014-09-05,244850,True,2
76561198034888931,2014-09-05,209080,True,2
ScarabScrub,2014-09-05,440,True,2
ben9600,2014-09-05,218230,True,2
brendoboy,2014-09-05,218620,False,0
76561198128670473,2014-09-05,270170,True,2
76561198147318547,2014-09-05,242760,True,2
76561198088785160,2014-09-05,304930,True,2
nomorememesforsale,2014-09-05,238430,True,2
76561198016574636,2014-09-05,243870,False,2
76561198074819329,2014-09-05,301520,True,2
76561198080651606,2014-09-05,3920,True,1
76561198061384419,2014-09-05,41740,True,2
SKELETRONPRIMEISOP,2014-09-05,200210,False,0
76561198071327640,2014-09-05,203160,True,0
spookymouse,2014-09-05,301520,True,1
76561198081717091,2014-09-05,570,True,2
76561198063638361,2014-09-05,200210,True,2
76561198048088658,2014-09-05,8870,True,2
franklinhi,2014-09-05,222880,True,2
Pixelqt,2014-09-05,204360,True,2
junaid_m_sam,2014-09-05,730,True,2
DurryMunch,2014-09-05,265630,True,2
Yunarukmi,2014-09-05,206210,False,2
76561198089961001,2014-09-05,317470,True,1
76561197972911511,2014-09-05,49520,True,2
lukebourne84,2014-09-05,218620,True,1
STEAM0082987612,2014-09-05,241540,True,1
76561198061851487,2014-09-05,243870,True,2
XxX_bradley_XxX,2014-09-05,319510,True,2
76561198071258351,2014-09-05,8930,True,2
76561197970812298,2013-09-05,220,True,2
76561198013600577,2013-09-05,233720,True,2
76561198043642424,2013-09-05,218620,True,2
76561198001963605,2013-09-05,215280,True,2
hoarfrostkid,2013-09-05,230410,True,2
llamaemperor,2013-09-05,570,True,2
TitusCat,2013-09-05,440,True,2
Raixin,2013-09-05,218620,True,2
LyfeCookie,2013-09-05,4000,True,2
Outbackalien,2013-09-05,226980,True,2
cycloneblade11,2012-09-05,105600,True,2
76561198044052424,2012-09-05,113200,True,2
Grant1ey,2012-09-05,203850,True,2
ashirt,2012-09-05,440,True,2
76561198061001172,2012-09-05,440,True,2
76561198047659670,2012-09-05,570,True,2
lucasvx273,2012-09-05,730,True,1
r3koil,,203810,True,2
genzzii,,373770,True,2
neochuah94,,352520,True,2
GGargula,,570,False,1
76561197998873955,,337000,True,2
XTitanxzX,,333930,True,2
TomYoko,,339480,True,1
76561198108079787,,311210,True,2
76561198080459478,,239140,False,0
76561198053314010,,364360,True,2
76561198108079787,,730,True,2
76561198086374701,,273110,True,2
macroissant,,275850,False,2
tresneaky,,475150,True,2
76561198108079787,,570,False,0
aceshot5,,206210,True,0
76561198077815717,,469730,True,1
76561198048506749,,17500,True,2
Theguru431,,346110,False,0
yogidude,,730,True,2
seek83,2015-09-04,234140,True,1
76561198083145098,2015-09-04,370100,False,1
76561198092229748,2015-09-04,227940,True,2
lololdavk,2015-09-04,730,True,2
ethanbro,2015-09-04,233720,True,1
porkiii,2015-09-04,370100,False,0
Aidenthegod,2015-09-04,730,True,1
actualdentist,2015-09-04,301520,True,0
76561198209667851,2015-09-04,620,True,0
pigeonie,2015-09-04,440,True,2
H1DD3NT3RR0R,2015-09-04,440,False,0
FlyingJewgong,2015-09-04,234140,True,1
RedD34TH,2015-09-04,384020,True,2
76561198057764600,2015-09-04,310560,True,2
76561198101492787,2015-09-04,339280,True,1
76561198065337651,2015-09-04,212070,True,1
76561198131033221,2015-09-04,391720,True,0
76561198081260159,2015-09-04,298110,True,0
76561197986144369,2015-09-04,291480,False,1
OfficialErchris,2015-09-04,218620,True,1
IfYouThinkImASmurfKYS,2015-09-04,349480,False,1
76561198202658078,2015-09-04,730,True,0
76561198084548334,2015-09-04,346900,True,1
infinityhz,2015-09-04,282900,True,0
lookas69,2015-09-04,4000,True,1
76561198051832446,2015-09-04,359050,True,0
