user_id,posted,recommend
76561198087586464,2013-10-27,True
Derp-e,2015-11-27,True
76561198070194565,2014-10-09,True
76561198070194565,2015-11-09,True
76561198070194565,,True
76561198070194565,,True
76561198070194565,2016-03-30,True
76561198070194565,2016-03-28,True
76561198070194565,,True
Rivtex,2015-12-23,True
Rivtex,2015-12-23,True
UTNerd24,2014-09-08,True
UTNerd24,2015-09-29,True
UTNerd24,2014-05-06,True
UTNerd24,2015-06-06,True
UTNerd24,2015-12-02,True
UTNerd24,2013-12-15,True
sandwiches1,2015-11-23,False
76561198138053270,2014-06-01,True
lucaswerg,2014-11-14,True
lucaswerg,2014-07-11,True
Life-Of-Blu,2015-11-13,True
Life-Of-Blu,2013-12-15,True
CaptianAutismo,2015-12-17,True
76561198075895633,2014-10-26,True
TheDropix101,2016-01-11,True
kube134,2014-06-28,True
iamthekingofbrowntown,2015-09-13,True
iamthekingofbrowntown,2015-09-12,False
iamthekingofbrowntown,2015-10-14,True
iamthekingofbrowntown,2016-04-20,True
MainScout,2016-02-26,True
yookobz,2015-11-19,True
yookobz,2013-06-25,True
Posiblydead,2012-09-24,True
Posiblydead,2014-02-22,True
Posiblydead,2014-04-11,True
Mossy_Gaming,2015-09-26,True
76561198102421718,2015-06-26,True
76561198102421718,2015-06-12,True
76561198102421718,2015-08-03,True
76561198087407319,2014-01-15,True
76561198056741844,2014-10-14,True
sad-commie,2014-03-13,True
sad-commie,2014-07-09,True
sad-commie,2016-08-31,True
76561198030567998,2014-11-11,True
76561198030567998,2015-03-12,True
76561198030567998,2015-07-05,True
76561198030567998,2015-07-21,True
76561198030567998,2014-02-23,True
76561198010674657,2016-03-27,False
76561198010674657,2016-01-15,True
Coldaniel,2015-03-22,True
Coldaniel,2015-03-13,True
Coldaniel,2014-08-21,True
therealmorty,2015-03-07,True
therealmorty,2015-03-20,True
Berserklejerker,2015-10-10,True
76561198061730629,2014-07-06,True
YoHuNz,2014-06-19,True
YoHuNz,2014-02-19,True
possessioniskey,2014-05-17,True
possessioniskey,2015-12-24,True
possessioniskey,2015-04-11,True
76561198093112529,2014-08-09,True
76561198060447950,2015-09-26,True
whiteofwolfing,2015-05-22,True
sergarino,2015-08-22,True
76561198081962345,2016-05-26,True
76561198081962345,2014-04-05,True
76561198094224872,2016-04-30,True
76561198094224872,2016-04-30,True
76561198073210139,2016-01-18,True
Nozomikat,2013-12-04,True
Nozomikat,2013-12-04,True
Nozomikat,2015-12-30,True
Nozomikat,2014-12-30,True
Nozomikat,2015-12-26,True
Nozomikat,2016-08-19,False
Nozomikat,2014-08-01,True
Nozomikat,2015-04-14,True
xfluttersx,2015-09-14,False
xfluttersx,2015-11-10,True
xfluttersx,2013-01-27,True
xfluttersx,2014-02-05,True
xfluttersx,2012-08-27,True
xfluttersx,2012-08-27,True
xfluttersx,2015-08-25,True
76561198056290589,2014-12-16,True
ii_voltage_ii,2013-11-16,True
ii_voltage_ii,2014-03-08,True
ii_voltage_ii,2014-06-29,False
ii_voltage_ii,2015-04-11,True
76561198097762318,2015-11-11,True
76561198097762318,2014-12-26,True
Hirukaz,2013-01-17,True
StelerForYou,2015-07-17,True
StelerForYou,2013-12-29,True
76561198183396245,2015-05-06,True
Xx-Woods,2014-11-16,True
Xx-Woods,2014-07-21,True
Xx-Woods,2016-07-20,False
Xx-Woods,2014-07-19,True
Xx-Woods,2014-01-07,True
Xx-Woods,2015-01-26,True
Xx-Woods,2014-02-08,True
Xx-Woods,2014-08-17,True
kevinator23,2015-09-06,True
kevinator23,2012-10-20,True
kevinator23,2014-05-24,True
kevinator23,2015-07-06,True
kevinator23,2015-07-06,True
kevinator23,2015-01-27,True
kevinator23,2015-01-25,True
kevinator23,2014-04-24,True
76561198090715178,2014-03-28,True
76561198090715178,2014-07-09,True
CatsWhale,2014-09-09,True
CatsWhale,2014-11-23,True
CatsWhale,2015-02-23,True
CatsWhale,2015-08-29,True
76561198073784601,2015-03-26,True
76561198073784601,2016-07-08,False
mimimomoma,2015-11-23,True
76561198102410011,2015-09-14,True
de_Butl3r,2014-10-13,True
76561198027947401,2016-07-23,True
76561198027947401,2016-02-20,True
Bluezap1,2015-05-13,True
Bluezap1,2015-12-27,True
Bluezap1,2015-12-27,True
Bluezap1,2015-12-21,True
76561198074200011,2015-11-15,True
jonasdbomb,,True
L1J1N,2014-06-13,True
Lord_Exploit,2015-03-13,True
Lord_Exploit,2015-01-07,True
AVATAR715,2015-11-18,True
AVATAR715,2014-03-18,True
AVATAR715,2014-06-01,True
AVATAR715,2014-01-02,False
AVATAR715,2015-02-25,True
AVATAR715,2014-02-16,True
AVATAR715,2014-12-25,True
AVATAR715,2015-08-15,True
YieuwMage,2016-02-22,True
76561198078752187,2014-12-16,True
A-Very-Sly-Person,2014-11-11,True
A-Very-Sly-Person,2015-08-14,True
76561198211054671,2016-05-29,True
76561198211054671,2016-07-03,True
76561197994493402,2014-11-27,True
76561197994493402,2015-03-01,True
76561197994493402,2016-06-20,True
Koolcaz12,2016-05-17,False
76561198065656175,2015-11-20,True
76561198188979775,2015-09-17,True
97396295,2014-06-17,True
97396295,2014-07-10,False
97396295,2016-08-26,False
97396295,2014-08-23,True
76561198126640317,2015-09-12,True
76561198126640317,2015-09-12,True
76561198126640317,2015-06-15,True
76561198126640317,2015-06-15,True
76561198126640317,2015-07-01,True
76561198126640317,2015-07-01,True
76561198126640317,2015-02-14,True
DemonicWolvz,2014-11-23,True
DemonicWolvz,2015-03-29,True
DemonicWolvz,2015-01-15,True
DemonicWolvz,2014-02-12,True
DemonicWolvz,2013-12-26,True
DemonicWolvz,2015-04-29,True
DieMadchenschanderin,2015-10-05,False
DieMadchenschanderin,2016-06-29,True
DieMadchenschanderin,2013-06-14,False
DieMadchenschanderin,2015-08-29,True
DieMadchenschanderin,2015-10-05,False
DieMadchenschanderin,2016-06-29,True
DieMadchenschanderin,2013-06-14,False
DieMadchenschanderin,2015-08-29,True
GGargula,,False
GGargula,2015-11-23,True
Myther43,2016-07-16,True
getf0kinn0sc0pedm9,2015-05-31,True
getf0kinn0sc0pedm9,2016-06-26,False
76561198141443390,2015-05-03,True
76561198097333029,2016-06-14,True
whodafuqisthisguilao,2015-08-06,True
Magjiikal,2015-10-05,True
Magjiikal,2015-12-17,True
ohnospaghet,2014-09-30,True
ohnospaghet,,False
ohnospaghet,2015-03-10,True
ohnospaghet,2015-03-10,True
ohnospaghet,2016-01-16,True
ohnospaghet,2014-12-17,True
76561198050347115,2016-03-19,True
2768820078,2015-09-01,True
2768820078,2015-11-18,True
2768820078,2015-05-02,True
2768820078,2015-05-19,True
2768820078,2015-05-11,True
2768820078,2015-06-12,False
2768820078,2015-07-15,True
2768820078,2015-08-08,True
2768820078,2016-04-19,False
2768820078,2016-04-18,True
76561198056392326,2016-01-30,False
76561198056392326,2016-01-30,False
76561198056392326,,True
2d4nk4m3,2014-03-18,True
2d4nk4m3,2014-08-20,False
76561198078478151,2016-04-10,True
exiaez,2015-09-15,True
76561198095921854,2015-05-01,True
EizanAratoFujimaki,2015-10-28,True
EizanAratoFujimaki,2016-04-15,False
TeCool,2015-01-31,False
TeCool,2014-12-06,True
TeCool,2014-12-15,True
TeCool,2015-04-11,True
2xDelorean,2015-09-13,True
2xDelorean,2011-10-30,True
2xDelorean,2013-05-18,True
2xDelorean,2013-07-26,True
washington_,2015-12-13,True
washington_,2016-08-19,True
washington_,2016-08-19,True
washington_,2016-08-19,False
washington_,2016-08-19,True
washington_,2016-08-19,True
jewxxl,2015-05-18,True
76561198088944293,,False
76561198088944293,2016-06-27,False
76561198088944293,2016-06-22,True
76561198088944293,2016-07-14,True
76561198088944293,2014-12-13,True
76561198092540221,2014-03-29,True
76561198092540221,2015-06-29,True
76561198092540221,2015-06-29,True
76561198092540221,2015-07-31,True
76561198092540221,2015-02-12,True
76561198051258119,2015-02-04,True
nubquake123,2014-04-21,True
Pyromanic,2013-02-15,True
Pyromanic,2013-02-15,True
Pyromanic,2013-02-15,True
76561198109656922,2016-03-27,True
CobRazor,2015-08-01,True
relesprit,2013-12-27,True
relesprit,2013-12-27,True
WitchHunter4542,2014-07-16,True
WitchHunter4542,2015-01-13,True
WitchHunter4542,2014-01-11,True
pwrt,2015-09-03,True
pwrt,2014-01-20,True
wantmahbody,2014-05-03,True
wantmahbody,2014-05-03,True
76561198115868847,,False
benedictcuminherbatch,2014-08-02,True
76561198031207016,2014-03-17,True
76561198043458582,2014-10-18,True
76561198043458582,2015-11-22,True
76561198043458582,2015-05-26,True
76561198043458582,2015-07-19,True
smashiroshh,2014-12-30,True
shark854,,True
killbunny38,2015-01-22,True
killbunny38,2015-08-20,False
76561198047630659,2015-05-14,False
76561198047630659,2015-05-14,False
1337lolroflmao,2014-10-01,True
1337lolroflmao,2014-11-30,True
1337lolroflmao,2015-01-05,True
1337lolroflmao,2013-12-28,True
1337lolroflmao,2013-12-28,True
1337lolroflmao,2013-12-28,True
1337lolroflmao,2013-12-28,True
1337lolroflmao,2014-12-23,True
1337lolroflmao,2015-04-13,True
sithjjf,2015-09-01,False
76561198060039459,2014-10-04,False
OzfurAtlas,2015-09-12,True
OzfurAtlas,2016-01-10,False
OzfurAtlas,2013-12-08,True
76561198065593074,2015-09-23,True
76561198065593074,2015-11-06,False
76561198065593074,2014-05-31,True
76561198065593074,2016-06-25,False
76561198044169764,2016-03-20,True
76561198044169764,2015-06-03,True
76561198044169764,2015-06-24,False
76561198044169764,2015-07-22,False
euzi,2014-07-26,True
76561198074935997,2015-09-17,False
76561198074935997,2016-05-15,False
76561198074935997,2016-05-13,False
76561198074935997,,False
76561198074935997,2016-06-29,False
76561198074935997,2016-07-31,False
76561198074935997,2016-07-10,True
76561198074935997,2016-08-16,False
76561197961778802,2014-04-23,True
lucasrash,,True
76561198016602703,,False
76561198016602703,2016-07-23,True
thisissohardtomakeoneup,2014-04-12,True
76561198087010391,2015-04-04,True
66666669999999,2015-01-05,False
76561198061174192,2014-09-14,True
76561198061174192,2014-09-14,True
ReMiXOfficalSteam,2015-10-12,True
Wilfire77,2015-03-22,True
76561198084390807,2014-05-10,True
76561198084390807,2015-12-01,True
Mastic,2016-03-25,True
Mastic,2016-06-29,True
Mastic,2016-07-07,False
Mastic,2014-12-30,True
Mastic,2014-12-27,True
Mastic,2015-08-01,False
76561198028286104,2013-12-26,True
tarjla,2013-11-21,True
tarjla,2014-05-08,True
tarjla,2014-07-13,True
tarjla,2014-01-09,True
tarjla,2015-01-28,True
tarjla,2013-02-09,True
tarjla,2013-12-07,True
tarjla,2016-08-26,True
tarjla,2016-08-26,True
tarjla,2016-08-26,True
deathnz1,2016-07-18,False
deathnz1,2016-07-16,False
deathnz1,2014-12-26,True
readingthis4noobs,2016-05-14,True
76561198104393251,2015-03-13,True
76561198075322986,2016-03-30,True
redsncrimson,2012-11-30,True
redsncrimson,2013-05-18,True
redsncrimson,2016-03-20,True
redsncrimson,2016-03-20,True
redsncrimson,2016-03-20,True
redsncrimson,2016-06-18,True
redsncrimson,2013-01-09,True
redsncrimson,2013-12-26,True
redsncrimson,2014-12-23,True
76561198151910904,2016-04-22,True
H1DD3NT3RR0R,2015-09-04,False
H1DD3NT3RR0R,2013-11-25,True
H1DD3NT3RR0R,2014-03-10,True
H1DD3NT3RR0R,2014-06-18,True
H1DD3NT3RR0R,2014-06-11,True
H1DD3NT3RR0R,2014-02-27,True
76561198071214618,2015-05-11,True
76561198115115631,2015-05-22,True
76561198071175142,2015-07-07,True
76561198071175142,2015-08-10,True
t8s,2015-05-02,True
t8s,2015-05-13,True
pikawuu2,2013-09-15,True
pikawuu2,2016-03-12,True
Sammeh00,2014-11-04,True
Michaelele,2014-06-30,True
Michaelele,2014-07-16,True
Michaelele,2014-08-07,True
Michaelele,2014-08-21,True
76561198045754869,2015-08-07,True
76561198076098774,2015-08-02,True
76561198103253374,2014-02-24,True
76561198048417105,2015-02-27,True
76561198048417105,2016-02-14,True
76561198048417105,2015-12-28,True
76561198048417105,2016-08-13,True
76561198090842891,2015-01-16,True
76561198055767971,2015-06-10,False
76561197998052647,2014-11-27,True
adohya343,2016-02-24,False
76561198145436942,2014-08-02,True
jjas01,2013-10-08,True
jjas01,2013-10-27,True
jjas01,2015-10-17,False
jjas01,2014-11-03,False
jjas01,2014-05-08,True
jjas01,,False
jjas01,2014-06-04,True
jjas01,2016-07-09,False
jjas01,2014-02-18,True
jjas01,2015-12-28,True
3xotic26,2013-07-15,True
3xotic26,2014-02-26,True
3xotic26,2014-02-26,True
3xotic26,2014-02-26,True
iamthetrashlord,2015-06-16,True
iamthetrashlord,2014-07-20,True
3dster,2015-08-24,True
76561198079990063,2014-03-14,True
Forty-Nine,2016-01-11,False
Forty-Nine,2014-08-28,True
76561198051017916,2015-05-30,True
76561198051017916,2014-05-26,True
L4M1NAS,2015-03-05,True
L4M1NAS,2016-03-25,True
L4M1NAS,2016-08-15,True
L4M1NAS,2015-03-05,True
L4M1NAS,2016-03-25,True
L4M1NAS,2016-08-15,True
76561198096766604,2016-07-16,False
76561197995322437,2015-07-23,True
imsojipper,2014-07-07,True
76561198084542731,2015-01-16,True
76561198084542731,2014-02-16,True
76561198103671881,2015-04-11,True
mrpfresh,2015-10-16,True
mrpfresh,,True
mrpfresh,2016-08-22,True
GamerFag,2012-07-15,True
GamerFag,2011-01-27,True
GamerFag,2011-01-27,True
GamerFag,2011-01-27,True
GamerFag,2011-01-27,True
GamerFag,2010-12-16,True
EHS-R3AP3R,2015-09-09,False
EHS-R3AP3R,2015-10-15,True
EHS-R3AP3R,2013-11-26,True
EHS-R3AP3R,2013-12-12,True
chidori_647,2013-11-30,False
chidori_647,2013-11-28,False
chidori_647,2014-03-05,True
chidori_647,2013-12-02,True
chidori_647,2013-12-15,True
76561198092227136,2014-09-11,True
76561198092227136,2014-05-26,True
hellcat59,2014-07-18,True
76561198007584361,2015-09-10,True
tbimperator,2012-05-22,True
Allahu_Akbar666,2014-10-24,False
Allahu_Akbar666,2015-01-17,True
ulramite,2014-10-27,True
ulramite,2016-07-24,True
ulramite,2014-02-08,True
-GM-Dragon,2014-03-08,False
-GM-Dragon,2015-06-10,True
76561198054040292,2015-03-13,True
76561198078799606,2015-10-01,False
76561198078799606,2014-05-02,True
76561198078799606,2015-06-29,True
I_DID_911_JUST_SAYING,2013-05-06,True
I_DID_911_JUST_SAYING,2016-06-27,True
I_DID_911_JUST_SAYING,2016-06-26,True
I_DID_911_JUST_SAYING,2016-06-26,True
I_DID_911_JUST_SAYING,2016-06-26,True
750805,,False
750805,2016-03-24,False
diabeticfuck,2015-09-04,True
diabeticfuck,2015-11-23,False
diabeticfuck,2015-12-28,True
diabeticfuck,2015-08-31,True
76561198054465623,2015-07-13,True
76561198054465623,2014-01-04,True
76561198054465623,2015-01-10,False
76561198054465623,2014-02-21,True
76561198054465623,2014-04-03,True
76561198054465623,2015-04-24,True
aaropro,2016-06-08,True
aaropro,2014-08-29,True
abiam,2014-11-16,True
FrankoWalker,2014-05-16,True
FrankoWalker,2015-01-04,True
FrankoWalker,2014-12-06,True
LightfootSword7,2015-11-26,False
LightfootSword7,,True
SALTTHEW0UND,2015-11-15,True
SALTTHEW0UND,2014-05-20,True
SALTTHEW0UND,2014-03-25,True
SALTTHEW0UND,2015-06-12,True
SALTTHEW0UND,2013-12-02,True
SALTTHEW0UND,2014-08-28,True
express157,2014-09-02,True
76561198074644990,2015-02-06,True
76561198074644990,2015-02-05,True
76561198074644990,2013-12-24,False
76561198064304806,2015-12-11,True
TomoeMamiewe,2016-06-24,True
TomoeMamiewe,2014-02-16,True
76561198057086148,2015-01-17,True
Acidius99,2016-06-03,True
Acidius99,2016-06-24,True
Acidius99,2014-06-21,True
Acidius99,2015-07-09,False
Acidius99,2014-12-30,True
acorn13,2015-05-01,True
acorn13,2014-07-31,True
acorn13,2012-07-12,True
adamcookie,2016-08-14,True
AddzyTheBaddzy,2015-02-02,True
AddzyTheBaddzy,2013-12-16,True
mrfunkyjunkie,2014-11-23,True
mrfunkyjunkie,2015-03-11,True
mrfunkyjunkie,2014-01-05,True
mradobe7,2016-08-28,False
76561198167207237,2015-11-06,True
76561198167207237,2015-11-29,True
76561198167207237,2016-01-10,True
76561198167207237,2015-12-25,True
cancerkek,2015-02-27,True
76561198073508075,2014-06-07,True
76561198073508075,2016-01-22,True
76561198073508075,2014-04-13,True
76561198074323290,2016-08-21,False
76561198074323290,2016-04-12,False
76561198090899557,2016-07-28,False
advenger95,2015-09-02,True
advenger95,2015-06-05,True
advenger95,2015-06-05,True
EndAtHallow,2015-01-15,True
76561198063624801,2014-01-12,True
aeryal,2014-05-03,True
76561198070263209,2013-12-13,True
76561198015968275,2015-09-06,True
Agiegamma,2014-02-12,True
76561198082614708,2014-04-28,True
Agronoth,2015-03-21,True
Agronoth,2015-07-15,False
Agronoth,2014-02-09,True
Agronoth,2015-02-28,True
Agronoth,2015-04-24,True
UnholyFallenAngel,2014-10-07,True
UnholyFallenAngel,2014-05-06,True
UnholyFallenAngel,2015-12-22,True
76561198068565589,2014-10-24,False
76561198068565589,2015-07-18,True
76561198068565589,2014-02-22,True
SlutOnTheSpit,2014-01-02,True
WestyGaming,2014-06-07,True
NaruseAiria,2014-10-28,True
NaruseAiria,2014-10-15,True
NaruseAiria,2013-12-06,True
NaruseAiria,2013-12-20,True
NaruseAiria,2014-10-28,True
NaruseAiria,2014-10-15,True
NaruseAiria,2013-12-06,True
NaruseAiria,2013-12-20,True
76561198067713802,2015-09-27,True
76561198067713802,2015-03-28,True
76561198187212131,2016-07-08,True
76561198044678148,2016-07-05,True
76561198044678148,2016-07-29,True
Alex680,2014-04-25,True
alansiulun,2014-11-01,True
alansiulun,2015-05-21,True
Albolah,2015-10-18,True
Albolah,2015-12-30,True
Albolah,2015-12-29,True
76561198003056556,,False
76561198003056556,2014-08-15,True
maxpaynepillkiller,2015-10-07,True
maxpaynepillkiller,2016-05-30,True
maxpaynepillkiller,2016-07-24,True
maxpaynepillkiller,2016-07-16,True
maxpaynepillkiller,,False
maxpaynepillkiller,2015-12-30,True
AlexNoClutch,2015-06-05,False
Alexwai04,2015-01-09,True
76561198095481910,2014-02-01,True
76561198164545985,2016-05-12,True
AlkalineDeath,2014-10-16,True
AlkalineDeath,2015-03-02,True
76561198075935236,2015-01-26,True
76561198075935236,2015-08-27,True
mintifreshbadger,2015-11-09,True
AlpacaRevolution,2015-09-13,False
AlpacaRevolution,2014-10-02,True
AlpacaRevolution,2016-07-07,True
AlphaBryn444,2016-08-28,True
76561198071952798,2013-11-29,True
76561198071952798,2016-05-23,True
76561198071952798,2016-07-07,True
76561198071952798,2016-01-14,False
76561198009001563,2014-09-03,True
76561198016753953,2014-03-21,True
76561198016753953,2014-01-27,True
smegmyfoodle,2015-01-22,True
smegmyfoodle,2015-02-03,True
76561198057869849,2015-06-01,True
76561198058836921,2015-01-17,True
lol_ursuchanoob,2014-03-12,True
lol_ursuchanoob,2014-01-23,True
lol_ursuchanoob,2014-08-08,True
lol_ursuchanoob,2014-04-17,True
AMV72,2012-09-27,False
AMV72,2013-11-25,True
AMV72,2013-11-25,True
AMV72,2012-07-19,True
AMV72,2013-01-21,True
76561198069170979,2015-06-26,True
76561198085956238,,False
76561198085956238,,False
76561198085956238,2016-02-18,True
76561198085956238,2016-02-13,False
76561198132540690,2015-05-26,True
76561198132540690,2015-03-05,True
711armageddoncarmageddon,2015-07-04,True
711armageddoncarmageddon,2015-07-03,True
711armageddoncarmageddon,2015-07-03,True
76561198034868596,2016-06-17,True
Andraison,2015-07-31,True
76561198055790408,2013-12-06,True
76561198069560699,2013-11-28,True
76561198069560699,2014-03-26,True
76561198069560699,2013-12-30,True
76561198069560699,2013-12-16,True
76561198099625419,2013-11-28,True
76561198099625419,2014-05-08,True
76561198099625419,2014-05-08,True
76561198099625419,2013-12-22,True
76561198099625419,2013-12-20,True
76561198084032274,2014-09-29,False
76561198084032274,2014-10-29,False
Angrovar,2015-11-11,True
Angrovar,2014-08-16,True
AngryAinsley,2015-07-24,True
AngryAinsley,2015-08-01,True
AngryAinsley,2015-08-01,True
AngryAinsley,2015-04-07,True
uradumbtit,2014-05-29,True
uradumbtit,2014-08-04,True
76561198037038784,2015-09-12,True
IKillNoobsFirst,2015-03-27,True
76561198037888300,2015-09-12,True
1234865654,2014-06-29,True
76561198040925596,2016-07-18,True
76561198084123358,2015-02-07,True
Apachehavoc,2014-10-31,False
ApexNZ,2014-05-09,True
ApexNZ,2014-02-09,True
ApexNZ,2014-02-03,True
ApexNZ,2015-02-28,True
ApexNZ,2014-08-19,True
76561198039441595,2015-11-20,True
76561198039441595,2014-11-18,False
76561198039441595,2014-05-07,False
76561198039441595,2015-05-06,True
76561198039441595,2014-05-31,True
76561198039441595,2014-05-31,False
76561198039441595,2014-06-09,False
76561198039441595,2014-06-20,False
76561198039441595,2015-01-23,False
76561198036687918,2015-12-20,True
benjamin27,2015-11-20,True
benjamin27,2014-07-19,True
AppoGetsSuperAdmin,2015-06-26,True
AppoGetsSuperAdmin,2015-08-08,True
AppoGetsSuperAdmin,2015-08-29,False
76561198071475367,2016-01-11,True
76561198049916759,2015-09-11,True
76561198049916759,2015-07-02,True
76561198065064829,2016-05-13,True
XABLAUziitu,2015-10-17,True
XABLAUziitu,2013-01-24,True
XABLAUziitu,2013-02-15,True
XABLAUziitu,2015-12-22,False
76561198012909706,2013-12-07,True
dragonchief,2014-01-10,False
76561198040530605,2016-05-23,True
76561198040530605,,True
76561198040530605,2014-06-09,True
76561198040530605,2014-06-27,True
76561198040530605,2014-01-01,True
76561198040530605,2011-12-30,True
76561198040530605,,True
76561198040530605,2016-04-15,True
76561197974500703,2012-06-17,True
76561197974500703,2012-06-17,True
76561197974500703,2012-07-15,True
76561197974500703,2012-01-28,True
76561197974500703,2012-01-28,True
76561197974500703,2010-12-28,True
76561197974500703,2010-12-28,True
76561197974500703,2011-12-27,False
76561197974500703,2011-12-20,True
76561197974500703,2011-12-20,True
76561198047185525,2014-03-20,True
76561198047185525,2014-06-27,True
76561198047185525,2013-12-16,True
sweep6060,2016-02-21,True
bilyitu,2014-09-08,True
bilyitu,2014-10-06,True
76561198021244661,2014-04-15,True
76561198088538797,2015-09-01,True
deployablearchnagel,2014-05-30,True
rotflmaoman,2015-11-06,True
rotflmaoman,2015-11-06,True
armouredmarshmallow,2015-11-08,True
armouredmarshmallow,2015-05-24,True
armouredmarshmallow,2015-05-24,True
armouredmarshmallow,2016-03-27,True
armouredmarshmallow,2016-03-27,True
armouredmarshmallow,2016-03-27,True
armouredmarshmallow,2016-03-27,True
armouredmarshmallow,2016-03-27,True
armouredmarshmallow,2016-07-20,True
armouredmarshmallow,2016-07-20,True
76561198020928326,2014-07-01,True
76561198020928326,2014-07-01,True
Array71,2014-09-27,False
Array71,2014-06-24,True
76561198039874575,2014-02-01,True
arronlim13,2015-05-28,True
ARTHERDUNGER10,2015-04-13,True
Mackus1011,2014-10-18,True
Mackus1011,2015-06-18,True
Mackus1011,2013-12-06,True
Mackus1011,2015-08-31,True
76561198041877981,2014-01-09,False
76561198041877981,2014-02-28,True
ARZARNAR,2016-03-31,True
darkmassieh,2015-05-09,True
darkmassieh,2016-05-18,True
darkmassieh,2016-06-28,True
darkmassieh,2016-07-06,True
darkmassieh,2015-07-30,True
darkmassieh,2016-07-20,True
darkmassieh,2015-01-08,False
darkmassieh,2015-08-06,True
darkmassieh,2016-08-29,True
darkmassieh,2015-04-21,True
asianturtlefrenzy,2014-05-16,True
asianturtlefrenzy,2015-06-30,True
asianturtlefrenzy,2015-07-07,True
asianturtlefrenzy,,True
asianturtlefrenzy,2015-12-27,True
asianturtlefrenzy,2015-12-27,True
asianturtlefrenzy,2015-12-27,True
asianturtlefrenzy,2015-12-27,True
asianturtlefrenzy,2015-12-26,True
asianturtlefrenzy,2015-12-22,True
blowjobsfurdayzandgayz,2015-11-22,True
blowjobsfurdayzandgayz,2015-03-30,False
blowjobsfurdayzandgayz,2016-07-12,False
blowjobsfurdayzandgayz,2015-01-12,True
76561198082992295,2014-05-28,True
76561198082992295,2014-05-28,True
76561198082992295,2016-03-10,True
76561198082992295,2014-06-02,True
LaLocaDeLosDulces,2015-06-27,True
76561198064352761,2014-03-14,True
assassin_warman,,True
assassin_warman,2015-03-14,True
assassin_warman,2015-06-25,True
assassin_warman,2016-07-04,True
assassin_warman,2015-07-04,True
assassin_warman,2016-02-29,False
assassin_warman,2016-02-20,True
